variavel,threshold,precision,recall,f1_score
lwe_precipitation_smooth_rate,0.0,0.6907103825136612,0.45304659498207883,0.5471861471861472
lwe_precipitation_smooth_rate,0.1,0.6907103825136612,0.45304659498207883,0.5471861471861472
lwe_precipitation_smooth_rate,0.2,0.7217043941411452,0.38853046594982077,0.5051258154706431
lwe_precipitation_smooth_rate,0.3,0.7433903576982893,0.3426523297491039,0.4690873405299313
lwe_precipitation_smooth_rate,0.4,0.7719928186714542,0.30824372759856633,0.4405737704918033
lwe_precipitation_smooth_rate,0.5,0.7791164658634538,0.27813620071684586,0.40993132593766507
lwe_precipitation_smooth_rate,0.6,0.7870967741935484,0.2623655913978495,0.3935483870967742
lwe_precipitation_smooth_rate,0.7,0.789598108747045,0.23942652329749103,0.36743674367436746
lwe_precipitation_smooth_rate,0.8,0.7931937172774869,0.2172043010752688,0.3410241980866629
lwe_precipitation_smooth_rate,0.9,0.8045325779036827,0.203584229390681,0.32494279176201374
lwe_precipitation_smooth_rate,1.0,0.8227848101265823,0.1863799283154122,0.30391583869082406
lwe_precipitation_smooth_rate,1.1,0.8249158249158249,0.17562724014336917,0.2895981087470449
lwe_precipitation_smooth_rate,1.2,0.8309352517985612,0.16559139784946236,0.27615062761506276
lwe_precipitation_smooth_rate,1.3,0.8435114503816794,0.15842293906810037,0.2667471333735667
lwe_precipitation_smooth_rate,1.4,0.8451882845188284,0.14480286738351256,0.24724602203182375
lwe_precipitation_smooth_rate,1.5,0.8472222222222222,0.13118279569892474,0.2271880819366853
lwe_precipitation_smooth_rate,1.6,0.8442211055276382,0.12043010752688173,0.2107904642409034
lwe_precipitation_smooth_rate,1.7,0.8351648351648352,0.10896057347670252,0.1927710843373494
lwe_precipitation_smooth_rate,1.8,0.8430232558139535,0.1039426523297491,0.18506700701978301
lwe_precipitation_smooth_rate,1.9,0.8536585365853658,0.1003584229390681,0.1796023091725465
lwe_precipitation_smooth_rate,2.0,0.8580246913580247,0.0996415770609319,0.178548490687219
lwe_precipitation_smooth_rate,2.1,0.8653846153846154,0.0967741935483871,0.17408123791102514
lwe_precipitation_smooth_rate,2.2,0.87248322147651,0.0931899641577061,0.16839378238341968
lwe_precipitation_smooth_rate,2.3,0.8794326241134752,0.08888888888888889,0.16145833333333334
lwe_precipitation_smooth_rate,2.4,0.8692307692307693,0.08100358422939068,0.1481967213114754
lwe_precipitation_smooth_rate,2.5,0.8870967741935484,0.07885304659498207,0.1448321263989467
lwe_precipitation_smooth_rate,2.6,0.8833333333333333,0.07598566308243727,0.13993399339933993
lwe_precipitation_smooth_rate,2.7,0.8928571428571429,0.07168458781362007,0.13271400132714
lwe_precipitation_smooth_rate,2.8,0.8952380952380953,0.06738351254480286,0.12533333333333332
lwe_precipitation_smooth_rate,2.9,0.8932038834951457,0.06594982078853047,0.12283044058744993
lwe_precipitation_smooth_rate,3.0,0.9,0.06451612903225806,0.12040133779264214
lwe_precipitation_smooth_rate,3.1,0.8969072164948454,0.06236559139784946,0.11662198391420911
lwe_precipitation_smooth_rate,3.2,0.898876404494382,0.05734767025089606,0.1078167115902965
lwe_precipitation_smooth_rate,3.3,0.9058823529411765,0.055197132616487454,0.10405405405405406
lwe_precipitation_smooth_rate,3.4,0.9024390243902439,0.05304659498207885,0.1002031144211239
lwe_precipitation_smooth_rate,3.5,0.8974358974358975,0.05017921146953405,0.09504412763068568
lwe_precipitation_smooth_rate,3.6,0.8947368421052632,0.04874551971326165,0.09245411284840245
lwe_precipitation_smooth_rate,3.7,0.8918918918918919,0.047311827956989246,0.089857045609258
lwe_precipitation_smooth_rate,3.8,0.8904109589041096,0.04659498207885305,0.0885558583106267
lwe_precipitation_smooth_rate,3.9,0.8823529411764706,0.043010752688172046,0.08202323991797676
lwe_precipitation_smooth_rate,4.0,0.873015873015873,0.03942652329749104,0.07544581618655692
lwe_precipitation_smooth_rate,4.1,0.8833333333333333,0.03799283154121864,0.07285223367697595
lwe_precipitation_smooth_rate,4.2,0.896551724137931,0.03727598566308244,0.07157604955264969
lwe_precipitation_smooth_rate,4.3,0.8909090909090909,0.03512544802867384,0.06758620689655172
lwe_precipitation_smooth_rate,4.4,0.8846153846153846,0.032974910394265235,0.0635798203178991
lwe_precipitation_smooth_rate,4.5,0.8823529411764706,0.03225806451612903,0.06224066390041494
lwe_precipitation_smooth_rate,4.6,0.9,0.03225806451612903,0.06228373702422145
lwe_precipitation_smooth_rate,4.7,0.8936170212765957,0.030107526881720432,0.05825242718446602
lwe_precipitation_smooth_rate,4.8,0.8863636363636364,0.02795698924731183,0.054204308547602505
lwe_precipitation_smooth_rate,4.9,0.9,0.025806451612903226,0.050174216027874564
lwe_precipitation_smooth_rate,5.0,0.8974358974358975,0.025089605734767026,0.04881450488145049
