variavel,threshold,precision,recall,f1_score
lwe_precipitation_smooth_rate_minimum_35km,0.0,0.9425287356321839,0.11756272401433691,0.20905035054174634
lwe_precipitation_smooth_rate_minimum_35km,0.1,0.9425287356321839,0.11756272401433691,0.20905035054174634
lwe_precipitation_smooth_rate_minimum_35km,0.2,0.9327731092436975,0.07956989247311828,0.14663143989431968
lwe_precipitation_smooth_rate_minimum_35km,0.3,0.9354838709677419,0.06236559139784946,0.11693548387096774
lwe_precipitation_smooth_rate_minimum_35km,0.4,0.958904109589041,0.05017921146953405,0.09536784741144415
lwe_precipitation_smooth_rate_minimum_35km,0.5,0.9636363636363636,0.03799283154121864,0.07310344827586207
lwe_precipitation_smooth_rate_minimum_35km,0.6,0.9782608695652174,0.03225806451612903,0.062456627342123525
lwe_precipitation_smooth_rate_minimum_35km,0.7,0.972972972972973,0.025806451612903226,0.05027932960893855
lwe_precipitation_smooth_rate_minimum_35km,0.8,1.0,0.023655913978494623,0.046218487394957986
lwe_precipitation_smooth_rate_minimum_35km,0.9,1.0,0.01935483870967742,0.0379746835443038
lwe_precipitation_smooth_rate_minimum_35km,1.0,1.0,0.01935483870967742,0.0379746835443038
lwe_precipitation_smooth_rate_minimum_35km,1.1,1.0,0.01863799283154122,0.036593947923997186
lwe_precipitation_smooth_rate_minimum_35km,1.2,1.0,0.017204301075268817,0.03382663847780127
lwe_precipitation_smooth_rate_minimum_35km,1.3,1.0,0.015053763440860216,0.029661016949152543
lwe_precipitation_smooth_rate_minimum_35km,1.4,1.0,0.013620071684587814,0.026874115983026876
lwe_precipitation_smooth_rate_minimum_35km,1.5,1.0,0.010752688172043012,0.02127659574468085
lwe_precipitation_smooth_rate_minimum_35km,1.6,1.0,0.00931899641577061,0.018465909090909092
lwe_precipitation_smooth_rate_minimum_35km,1.7,1.0,0.008602150537634409,0.017057569296375266
lwe_precipitation_smooth_rate_minimum_35km,1.8,1.0,0.007885304659498209,0.015647226173541962
lwe_precipitation_smooth_rate_minimum_35km,1.9,1.0,0.007885304659498209,0.015647226173541962
lwe_precipitation_smooth_rate_minimum_35km,2.0,1.0,0.007885304659498209,0.015647226173541962
lwe_precipitation_smooth_rate_minimum_35km,2.1,1.0,0.0064516129032258064,0.01282051282051282
lwe_precipitation_smooth_rate_minimum_35km,2.2,1.0,0.005734767025089606,0.011404133998574484
lwe_precipitation_smooth_rate_minimum_35km,2.3,1.0,0.005017921146953405,0.009985734664764621
lwe_precipitation_smooth_rate_minimum_35km,2.4,1.0,0.005017921146953405,0.009985734664764621
lwe_precipitation_smooth_rate_minimum_35km,2.5,1.0,0.0035842293906810036,0.007142857142857143
lwe_precipitation_smooth_rate_minimum_35km,2.6,1.0,0.002867383512544803,0.005718370264474625
lwe_precipitation_smooth_rate_minimum_35km,2.7,1.0,0.002150537634408602,0.004291845493562232
lwe_precipitation_smooth_rate_minimum_35km,2.8,1.0,0.002150537634408602,0.004291845493562232
lwe_precipitation_smooth_rate_minimum_35km,2.9,1.0,0.002150537634408602,0.004291845493562232
lwe_precipitation_smooth_rate_minimum_35km,3.0,1.0,0.002150537634408602,0.004291845493562232
lwe_precipitation_smooth_rate_minimum_35km,3.1,1.0,0.002150537634408602,0.004291845493562232
lwe_precipitation_smooth_rate_minimum_35km,3.2,1.0,0.002150537634408602,0.004291845493562232
lwe_precipitation_smooth_rate_minimum_35km,3.3,1.0,0.0014336917562724014,0.002863278453829635
lwe_precipitation_smooth_rate_minimum_35km,3.4,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,3.5,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,3.6,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,3.7,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,3.8,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,3.9,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,4.0,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,4.1,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,4.2,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,4.3,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_35km,4.4,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_35km,4.5,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_35km,4.6,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_35km,4.7,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_35km,4.8,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_35km,4.9,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_35km,5.0,0.0,0.0,0.0
