variavel,threshold,precision,recall,f1_score
lwe_precipitation_smooth_rate_minimum_55km,0.0,0.9117647058823529,0.044444444444444446,0.08475734791524266
lwe_precipitation_smooth_rate_minimum_55km,0.1,0.9117647058823529,0.044444444444444446,0.08475734791524266
lwe_precipitation_smooth_rate_minimum_55km,0.2,0.9210526315789473,0.025089605734767026,0.04884856943475227
lwe_precipitation_smooth_rate_minimum_55km,0.3,0.9642857142857143,0.01935483870967742,0.03794799718903725
lwe_precipitation_smooth_rate_minimum_55km,0.4,1.0,0.014336917562724014,0.028268551236749116
lwe_precipitation_smooth_rate_minimum_55km,0.5,1.0,0.012186379928315413,0.024079320113314446
lwe_precipitation_smooth_rate_minimum_55km,0.6,1.0,0.008602150537634409,0.017057569296375266
lwe_precipitation_smooth_rate_minimum_55km,0.7,1.0,0.007168458781362007,0.014234875444839857
lwe_precipitation_smooth_rate_minimum_55km,0.8,1.0,0.007168458781362007,0.014234875444839857
lwe_precipitation_smooth_rate_minimum_55km,0.9,1.0,0.005017921146953405,0.009985734664764621
lwe_precipitation_smooth_rate_minimum_55km,1.0,1.0,0.004301075268817204,0.008565310492505354
lwe_precipitation_smooth_rate_minimum_55km,1.1,1.0,0.002867383512544803,0.005718370264474625
lwe_precipitation_smooth_rate_minimum_55km,1.2,1.0,0.002150537634408602,0.004291845493562232
lwe_precipitation_smooth_rate_minimum_55km,1.3,1.0,0.002150537634408602,0.004291845493562232
lwe_precipitation_smooth_rate_minimum_55km,1.4,1.0,0.0014336917562724014,0.002863278453829635
lwe_precipitation_smooth_rate_minimum_55km,1.5,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,1.6,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,1.7,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,1.8,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,1.9,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,2.0,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,2.1,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,2.2,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,2.3,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,2.4,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,2.5,1.0,0.0007168458781362007,0.0014326647564469914
lwe_precipitation_smooth_rate_minimum_55km,2.6,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,2.7,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,2.8,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,2.9,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.0,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.1,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.2,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.3,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.4,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.5,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.6,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.7,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.8,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,3.9,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.0,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.1,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.2,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.3,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.4,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.5,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.6,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.7,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.8,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,4.9,0.0,0.0,0.0
lwe_precipitation_smooth_rate_minimum_55km,5.0,0.0,0.0,0.0
