variavel,threshold,precision,recall,f1_score
lwe_precipitation_smooth_rate_maximum_35km,0.0,0.4552129221732746,0.8888888888888888,0.6020878854090799
lwe_precipitation_smooth_rate_maximum_35km,0.1,0.4552129221732746,0.8888888888888888,0.6020878854090799
lwe_precipitation_smooth_rate_maximum_35km,0.2,0.4799364322606277,0.8659498207885304,0.6175869120654397
lwe_precipitation_smooth_rate_maximum_35km,0.3,0.5055986218776917,0.8415770609318997,0.6316922249125639
lwe_precipitation_smooth_rate_maximum_35km,0.4,0.5300925925925926,0.8207885304659498,0.6441631504922645
lwe_precipitation_smooth_rate_maximum_35km,0.5,0.5473170731707317,0.8043010752688172,0.6513788098693759
lwe_precipitation_smooth_rate_maximum_35km,0.6,0.5579001544004117,0.7770609318996415,0.6494907130017975
lwe_precipitation_smooth_rate_maximum_35km,0.7,0.5681818181818182,0.7526881720430108,0.6475485661424607
lwe_precipitation_smooth_rate_maximum_35km,0.8,0.5794285714285714,0.7268817204301076,0.6448330683624801
lwe_precipitation_smooth_rate_maximum_35km,0.9,0.5897435897435898,0.7089605734767025,0.6438802083333334
lwe_precipitation_smooth_rate_maximum_35km,1.0,0.5964153275648949,0.6917562724014337,0.6405575838035181
lwe_precipitation_smooth_rate_maximum_35km,1.1,0.6094559585492227,0.6745519713261648,0.6403538618577748
lwe_precipitation_smooth_rate_maximum_35km,1.2,0.6149152542372881,0.6501792114695341,0.6320557491289198
lwe_precipitation_smooth_rate_maximum_35km,1.3,0.6235955056179775,0.6365591397849463,0.6300106420716566
lwe_precipitation_smooth_rate_maximum_35km,1.4,0.6315018315018315,0.617921146953405,0.6246376811594203
lwe_precipitation_smooth_rate_maximum_35km,1.5,0.6399082568807339,0.6,0.6193118756936737
lwe_precipitation_smooth_rate_maximum_35km,1.6,0.6477635782747604,0.5813620071684588,0.6127691726482811
lwe_precipitation_smooth_rate_maximum_35km,1.7,0.6569282136894825,0.5641577060931899,0.6070188970304666
lwe_precipitation_smooth_rate_maximum_35km,1.8,0.6681146828844483,0.5512544802867384,0.6040848389630793
lwe_precipitation_smooth_rate_maximum_35km,1.9,0.6729900632339657,0.5340501792114696,0.595523581135092
lwe_precipitation_smooth_rate_maximum_35km,2.0,0.6826291079812207,0.5211469534050179,0.5910569105691057
lwe_precipitation_smooth_rate_maximum_35km,2.1,0.688780487804878,0.5060931899641578,0.5834710743801653
lwe_precipitation_smooth_rate_maximum_35km,2.2,0.6954773869346733,0.4960573476702509,0.5790794979079498
lwe_precipitation_smooth_rate_maximum_35km,2.3,0.7015544041450777,0.4853046594982079,0.573728813559322
lwe_precipitation_smooth_rate_maximum_35km,2.4,0.7046908315565032,0.4738351254480287,0.5666523789112731
lwe_precipitation_smooth_rate_maximum_35km,2.5,0.7128712871287128,0.4645161290322581,0.5625
lwe_precipitation_smooth_rate_maximum_35km,2.6,0.7171945701357466,0.4544802867383513,0.5563843791136464
lwe_precipitation_smooth_rate_maximum_35km,2.7,0.7240977881257276,0.44587813620071687,0.551907719609583
lwe_precipitation_smooth_rate_maximum_35km,2.8,0.7342995169082126,0.43584229390681006,0.5470085470085471
lwe_precipitation_smooth_rate_maximum_35km,2.9,0.7343358395989975,0.42007168458781363,0.5344277245782034
lwe_precipitation_smooth_rate_maximum_35km,3.0,0.7368421052631579,0.4114695340501792,0.5280588776448942
lwe_precipitation_smooth_rate_maximum_35km,3.1,0.7380952380952381,0.4,0.5188284518828452
lwe_precipitation_smooth_rate_maximum_35km,3.2,0.7373461012311902,0.3863799283154122,0.5070555032925682
lwe_precipitation_smooth_rate_maximum_35km,3.3,0.7401129943502824,0.3756272401433692,0.4983357108892059
lwe_precipitation_smooth_rate_maximum_35km,3.4,0.7417027417027418,0.36845878136200716,0.49233716475095785
lwe_precipitation_smooth_rate_maximum_35km,3.5,0.7421758569299552,0.35698924731182796,0.48209099709583736
lwe_precipitation_smooth_rate_maximum_35km,3.6,0.749618320610687,0.35197132616487453,0.4790243902439024
lwe_precipitation_smooth_rate_maximum_35km,3.7,0.7578125,0.34767025089605735,0.47665847665847666
lwe_precipitation_smooth_rate_maximum_35km,3.8,0.7580128205128205,0.33906810035842294,0.46854878652798415
lwe_precipitation_smooth_rate_maximum_35km,3.9,0.7670549084858569,0.33046594982078853,0.4619238476953908
lwe_precipitation_smooth_rate_maximum_35km,4.0,0.7722602739726028,0.3232974910394265,0.4557857503789793
lwe_precipitation_smooth_rate_maximum_35km,4.1,0.7676056338028169,0.3125448028673835,0.4442180336220071
lwe_precipitation_smooth_rate_maximum_35km,4.2,0.7735507246376812,0.3060931899641577,0.43862352336928606
lwe_precipitation_smooth_rate_maximum_35km,4.3,0.776536312849162,0.2989247311827957,0.43167701863354035
lwe_precipitation_smooth_rate_maximum_35km,4.4,0.7764932562620424,0.28888888888888886,0.4211076280041797
lwe_precipitation_smooth_rate_maximum_35km,4.5,0.7768924302788844,0.27956989247311825,0.41117554032683185
lwe_precipitation_smooth_rate_maximum_35km,4.6,0.7775510204081633,0.2731182795698925,0.4042440318302387
lwe_precipitation_smooth_rate_maximum_35km,4.7,0.7756813417190775,0.26523297491039427,0.3952991452991453
lwe_precipitation_smooth_rate_maximum_35km,4.8,0.7758620689655172,0.25806451612903225,0.3873050026896181
lwe_precipitation_smooth_rate_maximum_35km,4.9,0.7770419426048565,0.2523297491039427,0.38095238095238093
lwe_precipitation_smooth_rate_maximum_35km,5.0,0.7855530474040632,0.24946236559139784,0.3786724700761698
